Actual,Predicted_Probability,Predicted_Label,Risk_Level,Top_Features
0,0.06567133933615134,0,Low,"tenure, InternetService_Fiber optic, OnlineSecurity_Yes, TechSupport_Yes, Contract_Two year"
0,0.07286068432685039,0,Low,"InternetService_Fiber optic, MonthlyCharges, PaperlessBilling_Yes, StreamingMovies_Yes, PaymentMethod_Electronic check"
0,0.3170854755315444,0,Low,"TotalCharges_19.9, tenure, InternetService_Fiber optic, MonthlyCharges, Contract_Two year"
1,0.6049752224043922,1,Medium,"InternetService_Fiber optic, tenure, Contract_Two year, StreamingMovies_Yes, PaperlessBilling_Yes"
1,0.48528011463474585,0,Medium,"InternetService_Fiber optic, tenure, Contract_Two year, StreamingMovies_Yes, PaymentMethod_Electronic check"
0,0.2027495852929786,0,Low,"tenure, InternetService_Fiber optic, MonthlyCharges, Contract_Two year, PaymentMethod_Electronic check"
1,0.674884190814956,1,Medium,"tenure, InternetService_Fiber optic, Contract_Two year, StreamingTV_Yes, Contract_One year"
0,0.4477669319954333,0,Medium,"InternetService_Fiber optic, Contract_Two year, StreamingMovies_Yes, MonthlyCharges, PaperlessBilling_Yes"
0,0.006382212852803263,0,Low,"tenure, Contract_Two year, InternetService_Fiber optic, PaperlessBilling_Yes, OnlineSecurity_Yes"
0,0.15440132434447137,0,Low,"tenure, InternetService_Fiber optic, MonthlyCharges, PaperlessBilling_Yes, Contract_Two year"
0,0.018517151100772292,0,Low,"tenure, Contract_Two year, InternetService_Fiber optic, OnlineSecurity_Yes, StreamingMovies_Yes"
0,0.013389785220735095,0,Low,"Contract_Two year, tenure, InternetService_Fiber optic, MonthlyCharges, PaymentMethod_Electronic check"
0,0.030967953772485658,0,Low,"InternetService_Fiber optic, Contract_One year, tenure, MonthlyCharges, PaperlessBilling_Yes"
0,0.04167191677797764,0,Low,"tenure, Contract_Two year, InternetService_Fiber optic, MonthlyCharges, StreamingMovies_Yes"
0,0.26182750240855907,0,Low,"tenure, InternetService_Fiber optic, TechSupport_Yes, Contract_Two year, StreamingMovies_Yes"
0,0.11804432877432167,0,Low,"tenure, InternetService_Fiber optic, MonthlyCharges, PaperlessBilling_Yes, Contract_Two year"
1,0.7907756768489358,1,High,"tenure, InternetService_Fiber optic, Contract_Two year, StreamingMovies_Yes, MultipleLines_Yes"
0,0.3971952964012942,0,Low,"tenure, InternetService_Fiber optic, OnlineSecurity_Yes, Contract_Two year, TechSupport_Yes"
1,0.7055735802133216,1,High,"InternetService_Fiber optic, tenure, Contract_Two year, StreamingMovies_Yes, OnlineSecurity_Yes"
1,0.02458664173122289,0,Low,"tenure, Contract_Two year, InternetService_Fiber optic, OnlineSecurity_Yes, StreamingMovies_Yes"
0,0.10669541407904203,0,Low,"Contract_Two year, tenure, InternetService_Fiber optic, StreamingMovies_Yes, OnlineSecurity_Yes"
0,0.04586559351541038,0,Low,"tenure, Contract_Two year, InternetService_Fiber optic, MonthlyCharges, StreamingMovies_Yes"
1,0.7389889854412317,1,High,"tenure, InternetService_Fiber optic, Contract_Two year, PaymentMethod_Electronic check, MultipleLines_Yes"
0,0.7119773220558056,1,High,"tenure, InternetService_Fiber optic, Contract_Two year, StreamingMovies_Yes, MonthlyCharges"
0,0.4218774709371786,0,Medium,"tenure, InternetService_Fiber optic, Contract_Two year, PaymentMethod_Electronic check, StreamingMovies_Yes"
0,0.010182356205338444,0,Low,"tenure, Contract_Two year, InternetService_Fiber optic, MonthlyCharges, MultipleLines_Yes"
0,0.481744070022048,0,Medium,"InternetService_Fiber optic, Contract_Two year, MonthlyCharges, MultipleLines_Yes, TechSupport_Yes"
1,0.6538549898558039,1,Medium,"tenure, TotalCharges_44.4, InternetService_Fiber optic, Contract_Two year, PaymentMethod_Electronic check"
1,0.7119698512725254,1,High,"InternetService_Fiber optic, Contract_Two year, tenure, StreamingMovies_Yes, MonthlyCharges"
0,0.035906512716994,0,Low,"tenure, Contract_Two year, InternetService_Fiber optic, MonthlyCharges, StreamingMovies_Yes"
0,0.37122413727282616,0,Low,"TotalCharges_19.95, tenure, InternetService_Fiber optic, MonthlyCharges, Contract_Two year"
0,0.43050980893046537,0,Medium,"tenure, InternetService_Fiber optic, StreamingMovies_Yes, MonthlyCharges, Contract_Two year"
0,0.04008644417636291,0,Low,"tenure, Contract_Two year, InternetService_Fiber optic, MonthlyCharges, StreamingMovies_Yes"
0,0.12387543250615739,0,Low,"tenure, Contract_One year, InternetService_Fiber optic, Contract_Two year, StreamingMovies_Yes"
0,0.005188182367662051,0,Low,"tenure, Contract_Two year, InternetService_Fiber optic, MonthlyCharges, PaperlessBilling_Yes"
1,0.4258094237452382,0,Medium,"InternetService_Fiber optic, tenure, Contract_One year, Contract_Two year, StreamingMovies_Yes"
0,0.22504409219368263,0,Low,"InternetService_Fiber optic, OnlineSecurity_Yes, Contract_Two year, tenure, MonthlyCharges"
0,0.005167139635357139,0,Low,"tenure, Contract_Two year, InternetService_Fiber optic, MonthlyCharges, PaperlessBilling_Yes"
0,0.46937706552848113,0,Medium,"InternetService_Fiber optic, tenure, Contract_Two year, OnlineSecurity_Yes, MultipleLines_Yes"
0,0.4319304448707776,0,Medium,"tenure, TotalCharges_45.15, InternetService_Fiber optic, Contract_Two year, PaperlessBilling_Yes"
1,0.71409039557719,1,High,"tenure, InternetService_Fiber optic, Contract_Two year, StreamingMovies_Yes, MultipleLines_Yes"
0,0.1651498295655229,0,Low,"tenure, InternetService_Fiber optic, MonthlyCharges, Contract_Two year, PaymentMethod_Electronic check"
1,0.6502576156556114,1,Medium,"InternetService_Fiber optic, tenure, Contract_Two year, StreamingMovies_Yes, MonthlyCharges"
0,0.039671964251789094,0,Low,"tenure, InternetService_Fiber optic, Contract_One year, OnlineSecurity_Yes, PaperlessBilling_Yes"
0,0.01615189161024549,0,Low,"tenure, InternetService_Fiber optic, Contract_One year, MonthlyCharges, PaperlessBilling_Yes"
1,0.7238887886953729,1,High,"tenure, InternetService_Fiber optic, Contract_Two year, TotalCharges_415.55, MonthlyCharges"
0,0.27884263962774014,0,Low,"InternetService_Fiber optic, Contract_Two year, MonthlyCharges, MultipleLines_No phone service, StreamingMovies_Yes"
1,0.3258242884417068,0,Low,"tenure, TotalCharges_20.15, InternetService_Fiber optic, MonthlyCharges, Contract_Two year"
1,0.3708740553811568,0,Low,"tenure, TotalCharges_20.15, InternetService_Fiber optic, MonthlyCharges, Contract_Two year"
0,0.14971118400227795,0,Low,"InternetService_Fiber optic, tenure, Contract_One year, OnlineSecurity_Yes, MonthlyCharges"
0,0.18174178145983683,0,Low,"tenure, InternetService_Fiber optic, MonthlyCharges, PaperlessBilling_Yes, Contract_Two year"
1,0.7234061535623438,1,High,"InternetService_Fiber optic, tenure, Contract_Two year, StreamingMovies_Yes, MultipleLines_Yes"
0,0.22872179791464262,0,Low,"tenure, InternetService_Fiber optic, PaperlessBilling_Yes, Contract_Two year, PaymentMethod_Electronic check"
1,0.6678070099780213,1,Medium,"InternetService_Fiber optic, Contract_Two year, StreamingMovies_Yes, MonthlyCharges, MultipleLines_Yes"
0,0.04038942837075116,0,Low,"tenure, Contract_One year, InternetService_Fiber optic, TechSupport_Yes, PaymentMethod_Electronic check"
1,0.5784196049493713,1,Medium,"InternetService_Fiber optic, Contract_Two year, StreamingMovies_Yes, MonthlyCharges, MultipleLines_Yes"
1,0.009013269183118629,0,Low,"tenure, Contract_Two year, InternetService_Fiber optic, OnlineSecurity_Yes, PaperlessBilling_Yes"
0,0.02488093946635651,0,Low,"tenure, Contract_Two year, InternetService_Fiber optic, MonthlyCharges, StreamingMovies_Yes"
0,0.050362585514286996,0,Low,"Contract_Two year, InternetService_Fiber optic, tenure, MonthlyCharges, MultipleLines_Yes"
1,0.5068371403888349,1,Medium,"InternetService_Fiber optic, tenure, MonthlyCharges, OnlineSecurity_Yes, StreamingMovies_Yes"
0,0.20745570552376585,0,Low,"tenure, InternetService_Fiber optic, OnlineSecurity_Yes, TechSupport_Yes, Contract_Two year"
0,0.1038716971043319,0,Low,"Contract_Two year, tenure, InternetService_Fiber optic, MultipleLines_Yes, PaperlessBilling_Yes"
0,0.01490561006649631,0,Low,"tenure, Contract_One year, InternetService_Fiber optic, MonthlyCharges, MultipleLines_Yes"
0,0.5308501063160836,1,Medium,"tenure, InternetService_Fiber optic, StreamingMovies_Yes, Contract_Two year, MonthlyCharges"
0,0.013094850440003669,0,Low,"Contract_Two year, tenure, InternetService_Fiber optic, MonthlyCharges, MultipleLines_Yes"
0,0.006761358601826829,0,Low,"tenure, Contract_Two year, InternetService_Fiber optic, MonthlyCharges, PaymentMethod_Electronic check"
0,0.02410050540684967,0,Low,"tenure, Contract_Two year, InternetService_Fiber optic, StreamingMovies_Yes, OnlineSecurity_Yes"
0,0.016923791781356935,0,Low,"tenure, Contract_Two year, InternetService_Fiber optic, OnlineSecurity_Yes, StreamingMovies_Yes"
0,0.4691340805121592,0,Medium,"InternetService_Fiber optic, tenure, Contract_Two year, PaperlessBilling_Yes, StreamingMovies_Yes"
1,0.7018961363850749,1,High,"tenure, InternetService_Fiber optic, Contract_Two year, StreamingMovies_Yes, MonthlyCharges"
0,0.21476997889961424,0,Low,"tenure, TotalCharges_135.75, InternetService_Fiber optic, OnlineSecurity_Yes, PaperlessBilling_Yes"
0,0.013727647260357582,0,Low,"Contract_Two year, tenure, InternetService_Fiber optic, MonthlyCharges, PaymentMethod_Electronic check"
0,0.7538103563169375,1,High,"InternetService_Fiber optic, tenure, Contract_Two year, StreamingMovies_Yes, MonthlyCharges"
0,0.37832221041424985,0,Low,"tenure, InternetService_Fiber optic, Contract_Two year, TotalCharges_161.45, PaperlessBilling_Yes"
1,0.13505831904105764,0,Low,"tenure, InternetService_Fiber optic, MonthlyCharges, PaperlessBilling_Yes, Contract_Two year"
0,0.5186977894309209,1,Medium,"InternetService_Fiber optic, StreamingMovies_Yes, Contract_Two year, PaymentMethod_Electronic check, StreamingTV_Yes"
0,0.0064735834615763195,0,Low,"tenure, Contract_Two year, InternetService_Fiber optic, MonthlyCharges, PaperlessBilling_Yes"
0,0.6153874489930805,1,Medium,"InternetService_Fiber optic, tenure, Contract_Two year, StreamingMovies_Yes, MonthlyCharges"
0,0.3307880168164391,0,Low,"InternetService_Fiber optic, tenure, Contract_Two year, PaymentMethod_Electronic check, StreamingMovies_Yes"
0,0.04310467082109631,0,Low,"tenure, Contract_Two year, InternetService_Fiber optic, MonthlyCharges, OnlineSecurity_Yes"
0,0.294793508045415,0,Low,"tenure, Contract_One year, InternetService_Fiber optic, MonthlyCharges, Contract_Two year"
0,0.12737129156037347,0,Low,"tenure, InternetService_Fiber optic, MonthlyCharges, PaperlessBilling_Yes, Contract_Two year"
0,0.44059179548104777,0,Medium,"tenure, InternetService_Fiber optic, Contract_Two year, PaperlessBilling_Yes, MultipleLines_Yes"
0,0.2942837695561267,0,Low,"tenure, InternetService_Fiber optic, StreamingMovies_Yes, Contract_Two year, PaperlessBilling_Yes"
0,0.2206762160286726,0,Low,"tenure, TotalCharges_20.05, InternetService_Fiber optic, MonthlyCharges, PaperlessBilling_Yes"
1,0.5456932161499077,1,Medium,"tenure, InternetService_Fiber optic, Contract_Two year, OnlineSecurity_Yes, PaymentMethod_Electronic check"
0,0.7484950318921815,1,High,"tenure, InternetService_Fiber optic, Contract_Two year, StreamingMovies_Yes, MonthlyCharges"
1,0.661453357718188,1,Medium,"tenure, InternetService_Fiber optic, Contract_Two year, PaymentMethod_Electronic check, StreamingTV_Yes"
1,0.15215710182741124,0,Low,"tenure, InternetService_Fiber optic, MonthlyCharges, PaperlessBilling_Yes, Contract_Two year"
0,0.0627867145321563,0,Low,"Contract_One year, InternetService_Fiber optic, tenure, MonthlyCharges, PaperlessBilling_Yes"
1,0.14121562933116966,0,Low,"tenure, InternetService_Fiber optic, Contract_One year, StreamingMovies_Yes, MonthlyCharges"
0,0.5530272717009798,1,Medium,"tenure, InternetService_Fiber optic, Contract_Two year, PaperlessBilling_Yes, StreamingMovies_Yes"
0,0.07517733193040131,0,Low,"tenure, Contract_One year, InternetService_Fiber optic, MonthlyCharges, PaperlessBilling_Yes"
0,0.013801190464935442,0,Low,"tenure, Contract_Two year, InternetService_Fiber optic, OnlineSecurity_Yes, MultipleLines_Yes"
0,0.4060578589429967,0,Medium,"InternetService_Fiber optic, tenure, StreamingMovies_Yes, Contract_Two year, TechSupport_Yes"
0,0.016547524245850827,0,Low,"Contract_Two year, InternetService_Fiber optic, tenure, MonthlyCharges, PaperlessBilling_Yes"
0,0.1933861017370843,0,Low,"InternetService_Fiber optic, OnlineSecurity_Yes, MultipleLines_Yes, Contract_Two year, PaymentMethod_Electronic check"
0,0.12547035999786257,0,Low,"tenure, Contract_One year, InternetService_Fiber optic, MonthlyCharges, PaymentMethod_Electronic check"
0,0.09999119670843096,0,Low,"InternetService_Fiber optic, Contract_One year, MonthlyCharges, Contract_Two year, PaymentMethod_Electronic check"
1,0.6384292157437574,1,Medium,"InternetService_Fiber optic, tenure, Contract_Two year, PaperlessBilling_Yes, MonthlyCharges"
0,0.005997007751910944,0,Low,"tenure, Contract_Two year, InternetService_Fiber optic, MonthlyCharges, PaperlessBilling_Yes"
0,0.01574110894443958,0,Low,"tenure, Contract_Two year, InternetService_Fiber optic, OnlineSecurity_Yes, StreamingMovies_Yes"
0,0.7149560780756159,1,High,"tenure, InternetService_Fiber optic, Contract_Two year, StreamingTV_Yes, PaymentMethod_Electronic check"
0,0.009280463887431162,0,Low,"tenure, Contract_Two year, InternetService_Fiber optic, OnlineSecurity_Yes, MultipleLines_Yes"
0,0.009109331659234615,0,Low,"tenure, Contract_Two year, InternetService_Fiber optic, OnlineSecurity_Yes, PaperlessBilling_Yes"
0,0.44373010141693636,0,Medium,"tenure, InternetService_Fiber optic, Contract_Two year, StreamingMovies_Yes, OnlineSecurity_Yes"
1,0.13441770919991353,0,Low,"tenure, InternetService_Fiber optic, MonthlyCharges, PaperlessBilling_Yes, Contract_Two year"
0,0.1744571436088382,0,Low,"InternetService_Fiber optic, Contract_One year, OnlineSecurity_Yes, PaperlessBilling_Yes, MultipleLines_Yes"
0,0.5425476473079048,1,Medium,"tenure, InternetService_Fiber optic, Contract_Two year, StreamingMovies_Yes, PaymentMethod_Electronic check"
0,0.05024454412537593,0,Low,"Contract_One year, InternetService_Fiber optic, MonthlyCharges, StreamingMovies_Yes, tenure"
0,0.2858639474046017,0,Low,"tenure, InternetService_Fiber optic, Contract_Two year, TechSupport_Yes, PaymentMethod_Electronic check"
0,0.23244518977639783,0,Low,"tenure, InternetService_Fiber optic, Contract_One year, MultipleLines_Yes, MonthlyCharges"
1,0.7205756077343929,1,High,"InternetService_Fiber optic, tenure, Contract_Two year, StreamingMovies_Yes, MultipleLines_Yes"
0,0.05931463009105298,0,Low,"tenure, InternetService_Fiber optic, Contract_One year, PaymentMethod_Electronic check, MonthlyCharges"
0,0.2984070459360283,0,Low,"tenure, TotalCharges_45.75, InternetService_Fiber optic, MonthlyCharges, Contract_Two year"
0,0.06019692824894459,0,Low,"tenure, Contract_Two year, InternetService_Fiber optic, MonthlyCharges, StreamingMovies_Yes"
0,0.7456924970714669,1,High,"tenure, InternetService_Fiber optic, Contract_Two year, PaymentMethod_Electronic check, MultipleLines_Yes"
0,0.019697867656408664,0,Low,"tenure, Contract_One year, InternetService_Fiber optic, MonthlyCharges, PaperlessBilling_Yes"
1,0.753879272598597,1,High,"InternetService_Fiber optic, tenure, Contract_Two year, StreamingMovies_Yes, PaymentMethod_Electronic check"
1,0.6944692362299721,1,Medium,"tenure, InternetService_Fiber optic, Contract_Two year, TotalCharges_69.5, StreamingMovies_Yes"
1,0.459703697154271,0,Medium,"tenure, InternetService_Fiber optic, Contract_Two year, PaperlessBilling_Yes, StreamingTV_Yes"
1,0.7405155413868633,1,High,"tenure, InternetService_Fiber optic, Contract_Two year, StreamingMovies_Yes, PaymentMethod_Electronic check"
0,0.009746895534374137,0,Low,"Contract_Two year, tenure, InternetService_Fiber optic, MonthlyCharges, TotalCharges_1008.7"
0,0.16146982082488076,0,Low,"InternetService_Fiber optic, TechSupport_Yes, Contract_Two year, PaymentMethod_Electronic check, StreamingMovies_Yes"
0,0.011698559706565907,0,Low,"Contract_Two year, tenure, InternetService_Fiber optic, OnlineSecurity_Yes, PaperlessBilling_Yes"
0,0.10205343328743093,0,Low,"InternetService_Fiber optic, MonthlyCharges, tenure, PaperlessBilling_Yes, Contract_Two year"
0,0.022861379317667747,0,Low,"Contract_Two year, tenure, InternetService_Fiber optic, OnlineSecurity_Yes, StreamingMovies_Yes"
0,0.02014865776630667,0,Low,"Contract_Two year, tenure, InternetService_Fiber optic, OnlineSecurity_Yes, PaperlessBilling_Yes"
0,0.13973437631073357,0,Low,"InternetService_Fiber optic, tenure, OnlineSecurity_Yes, PaperlessBilling_Yes, TechSupport_Yes"
0,0.034250934049296314,0,Low,"tenure, Contract_Two year, InternetService_Fiber optic, PaperlessBilling_Yes, PaymentMethod_Electronic check"
0,0.46849891933934457,0,Medium,"tenure, InternetService_Fiber optic, Contract_Two year, MonthlyCharges, PaymentMethod_Electronic check"
1,0.6967065535097023,1,Medium,"tenure, InternetService_Fiber optic, Contract_Two year, PaymentMethod_Electronic check, StreamingMovies_Yes"
0,0.24498022753065543,0,Low,"tenure, InternetService_Fiber optic, Contract_Two year, MonthlyCharges, PaymentMethod_Electronic check"
1,0.6346696945385858,1,Medium,"tenure, InternetService_Fiber optic, Contract_Two year, MultipleLines_Yes, Contract_One year"
0,0.011678570467536436,0,Low,"Contract_Two year, tenure, InternetService_Fiber optic, MonthlyCharges, PaperlessBilling_Yes"
0,0.045628910130502034,0,Low,"tenure, InternetService_Fiber optic, Contract_One year, OnlineSecurity_Yes, Contract_Two year"
0,0.13117198068124875,0,Low,"tenure, InternetService_Fiber optic, MonthlyCharges, TotalCharges_184.1, PaperlessBilling_Yes"
0,0.2288441943228621,0,Low,"InternetService_Fiber optic, tenure, PaperlessBilling_Yes, Contract_Two year, StreamingTV_Yes"
0,0.4288753349011073,0,Medium,"TotalCharges_20.2, tenure, Contract_Two year, InternetService_Fiber optic, MonthlyCharges"
0,0.009350553054586869,0,Low,"tenure, Contract_Two year, InternetService_Fiber optic, MonthlyCharges, PaymentMethod_Electronic check"
0,0.7570817673086795,1,High,"tenure, InternetService_Fiber optic, Contract_Two year, StreamingMovies_Yes, PaymentMethod_Electronic check"
0,0.24857967341044065,0,Low,"tenure, InternetService_Fiber optic, Contract_One year, StreamingMovies_Yes, OnlineSecurity_Yes"
0,0.025957846177189298,0,Low,"Contract_Two year, tenure, InternetService_Fiber optic, StreamingMovies_Yes, OnlineSecurity_Yes"
0,0.03734508984895057,0,Low,"Contract_Two year, InternetService_Fiber optic, tenure, MonthlyCharges, PaymentMethod_Electronic check"
0,0.6755071546862464,1,Medium,"tenure, InternetService_Fiber optic, Contract_Two year, StreamingMovies_Yes, PaymentMethod_Electronic check"
0,0.05378864586844193,0,Low,"tenure, InternetService_Fiber optic, OnlineSecurity_Yes, TechSupport_Yes, PaymentMethod_Electronic check"
0,0.006443547111941722,0,Low,"tenure, Contract_Two year, InternetService_Fiber optic, OnlineSecurity_Yes, PaperlessBilling_Yes"
0,0.0737167335898645,0,Low,"Contract_One year, InternetService_Fiber optic, OnlineSecurity_Yes, tenure, PaperlessBilling_Yes"
0,0.19009785279222527,0,Low,"tenure, InternetService_Fiber optic, MonthlyCharges, Contract_Two year, PaperlessBilling_Yes"
1,0.6329069166552045,1,Medium,"InternetService_Fiber optic, Contract_Two year, StreamingMovies_Yes, PaymentMethod_Electronic check, MultipleLines_Yes"
0,0.0074980630650814135,0,Low,"Contract_Two year, tenure, InternetService_Fiber optic, MonthlyCharges, PaperlessBilling_Yes"
0,0.12432858127000883,0,Low,"tenure, InternetService_Fiber optic, MonthlyCharges, PaperlessBilling_Yes, Contract_Two year"
0,0.4495147412047572,0,Medium,"tenure, InternetService_Fiber optic, Contract_Two year, StreamingMovies_Yes, TechSupport_Yes"
1,0.5606090378179847,1,Medium,"InternetService_Fiber optic, tenure, Contract_Two year, PaymentMethod_Electronic check, StreamingMovies_Yes"
0,0.5555620568056328,1,Medium,"InternetService_Fiber optic, Contract_Two year, PaymentMethod_Electronic check, tenure, StreamingMovies_Yes"
1,0.7930982429586854,1,High,"tenure, InternetService_Fiber optic, Contract_Two year, StreamingMovies_Yes, MonthlyCharges"
0,0.11586909659031562,0,Low,"Contract_One year, InternetService_Fiber optic, tenure, StreamingMovies_Yes, TechSupport_Yes"
0,0.2936362926262142,0,Low,"tenure, InternetService_Fiber optic, Contract_Two year, TechSupport_Yes, PaymentMethod_Electronic check"
0,0.09757582598126527,0,Low,"tenure, InternetService_Fiber optic, StreamingMovies_Yes, PaperlessBilling_Yes, TechSupport_Yes"
1,0.7684305988501816,1,High,"InternetService_Fiber optic, tenure, Contract_Two year, MonthlyCharges, StreamingMovies_Yes"
0,0.02562460095154239,0,Low,"tenure, Contract_Two year, InternetService_Fiber optic, StreamingMovies_Yes, TechSupport_Yes"
0,0.037685919105962466,0,Low,"tenure, Contract_Two year, InternetService_Fiber optic, MonthlyCharges, OnlineSecurity_Yes"
0,0.42449024413957825,0,Medium,"InternetService_Fiber optic, Contract_Two year, PaymentMethod_Electronic check, tenure, StreamingTV_Yes"
1,0.2204346394527742,0,Low,"tenure, InternetService_Fiber optic, TotalCharges_48.6, OnlineSecurity_Yes, Contract_Two year"
0,0.00892400878476889,0,Low,"Contract_Two year, tenure, InternetService_Fiber optic, MonthlyCharges, PaperlessBilling_Yes"
0,0.02712413831172533,0,Low,"tenure, Contract_Two year, InternetService_Fiber optic, StreamingMovies_Yes, TechSupport_Yes"
0,0.7309356802220838,1,High,"tenure, InternetService_Fiber optic, MonthlyCharges, Contract_Two year, StreamingMovies_Yes"
0,0.3093097512090097,0,Low,"tenure, InternetService_Fiber optic, MonthlyCharges, StreamingMovies_Yes, Contract_Two year"
1,0.2128697506755421,0,Low,"InternetService_Fiber optic, tenure, Contract_Two year, TechSupport_Yes, MonthlyCharges"
1,0.5970277110008392,1,Medium,"tenure, InternetService_Fiber optic, Contract_Two year, StreamingMovies_Yes, Contract_One year"
0,0.0389562046515359,0,Low,"tenure, Contract_One year, InternetService_Fiber optic, OnlineSecurity_Yes, MultipleLines_Yes"
1,0.5664653962584945,1,Medium,"tenure, InternetService_Fiber optic, Contract_Two year, StreamingMovies_Yes, TechSupport_Yes"
0,0.3154826310715756,0,Low,"tenure, InternetService_Fiber optic, Contract_Two year, StreamingMovies_Yes, PaymentMethod_Electronic check"
0,0.24312327943334247,0,Low,"tenure, InternetService_Fiber optic, Contract_One year, MonthlyCharges, StreamingMovies_Yes"
0,0.5146211206633724,1,Medium,"tenure, TotalCharges_45.4, InternetService_Fiber optic, Contract_Two year, StreamingMovies_Yes"
1,0.0872476919102714,0,Low,"tenure, Contract_Two year, InternetService_Fiber optic, MonthlyCharges, StreamingMovies_Yes"
0,0.04050959950444058,0,Low,"Contract_One year, InternetService_Fiber optic, MonthlyCharges, PaperlessBilling_Yes, PaymentMethod_Electronic check"
0,0.10564081217312309,0,Low,"InternetService_Fiber optic, Contract_One year, tenure, PaperlessBilling_Yes, Contract_Two year"
0,0.06421811030975691,0,Low,"tenure, InternetService_Fiber optic, Contract_One year, OnlineSecurity_Yes, TechSupport_Yes"
0,0.34917963628082355,0,Low,"tenure, InternetService_Fiber optic, Contract_Two year, TechSupport_Yes, PaymentMethod_Electronic check"
0,0.012870492722218867,0,Low,"Contract_Two year, tenure, InternetService_Fiber optic, OnlineSecurity_Yes, PaymentMethod_Electronic check"
1,0.7224444764454678,1,High,"tenure, InternetService_Fiber optic, Contract_Two year, StreamingMovies_Yes, PaymentMethod_Electronic check"
0,0.05750166579575737,0,Low,"tenure, InternetService_Fiber optic, MonthlyCharges, PaymentMethod_Electronic check, Contract_Two year"
0,0.30932705301922725,0,Low,"tenure, InternetService_Fiber optic, MonthlyCharges, StreamingMovies_Yes, Contract_Two year"
1,0.7542161213623808,1,High,"tenure, InternetService_Fiber optic, Contract_Two year, PaymentMethod_Electronic check, StreamingTV_Yes"
0,0.01633886975121727,0,Low,"tenure, Contract_One year, InternetService_Fiber optic, MonthlyCharges, PaymentMethod_Electronic check"
0,0.25838487602965027,0,Low,"tenure, InternetService_Fiber optic, OnlineSecurity_Yes, PaperlessBilling_Yes, Contract_Two year"
0,0.011166886828895365,0,Low,"tenure, Contract_Two year, InternetService_Fiber optic, MonthlyCharges, MultipleLines_Yes"
0,0.028789442564791396,0,Low,"tenure, InternetService_Fiber optic, Contract_One year, MonthlyCharges, MultipleLines_Yes"
0,0.0142371181212584,0,Low,"Contract_Two year, tenure, InternetService_Fiber optic, MonthlyCharges, PaymentMethod_Electronic check"
0,0.2475868081574858,0,Low,"tenure, InternetService_Fiber optic, Contract_Two year, StreamingTV_Yes, MonthlyCharges"
0,0.1170240140526409,0,Low,"Contract_Two year, InternetService_Fiber optic, MonthlyCharges, tenure, OnlineSecurity_Yes"
0,0.005822991768195053,0,Low,"tenure, Contract_Two year, InternetService_Fiber optic, MonthlyCharges, PaperlessBilling_Yes"
0,0.007347351143230373,0,Low,"tenure, Contract_Two year, InternetService_Fiber optic, OnlineSecurity_Yes, PaperlessBilling_Yes"
1,0.46616891422076157,0,Medium,"tenure, InternetService_Fiber optic, Contract_Two year, PaperlessBilling_Yes, TechSupport_Yes"
1,0.1873779272484156,0,Low,"Contract_One year, InternetService_Fiber optic, tenure, MultipleLines_Yes, Contract_Two year"
0,0.3118215811481732,0,Low,"tenure, InternetService_Fiber optic, TotalCharges_44.55, Contract_Two year, PaymentMethod_Electronic check"
0,0.0935309603765017,0,Low,"tenure, Contract_One year, InternetService_Fiber optic, MonthlyCharges, PaperlessBilling_Yes"
0,0.043170721840645625,0,Low,"Contract_Two year, InternetService_Fiber optic, tenure, MonthlyCharges, StreamingMovies_Yes"
1,0.7212359199203835,1,High,"tenure, InternetService_Fiber optic, Contract_Two year, MultipleLines_Yes, PaymentMethod_Electronic check"
0,0.08433932166641411,0,Low,"tenure, Contract_One year, InternetService_Fiber optic, StreamingMovies_Yes, TechSupport_Yes"
0,0.018039804945939944,0,Low,"tenure, Contract_Two year, InternetService_Fiber optic, TotalCharges_4528, OnlineSecurity_Yes"
0,0.01239934587388481,0,Low,"Contract_Two year, InternetService_Fiber optic, TotalCharges_487.05, MonthlyCharges, PaperlessBilling_Yes"
0,0.12359769892169777,0,Low,"InternetService_Fiber optic, MonthlyCharges, PaperlessBilling_Yes, tenure, MultipleLines_Yes"
0,0.11084497944201627,0,Low,"tenure, InternetService_Fiber optic, MonthlyCharges, PaperlessBilling_Yes, TotalCharges_19.85"
0,0.6521332814385294,1,Medium,"tenure, InternetService_Fiber optic, Contract_Two year, PaymentMethod_Electronic check, PaperlessBilling_Yes"
0,0.044570988386321335,0,Low,"tenure, Contract_One year, InternetService_Fiber optic, OnlineSecurity_Yes, Contract_Two year"
0,0.01574782351776468,0,Low,"tenure, Contract_Two year, InternetService_Fiber optic, OnlineSecurity_Yes, StreamingMovies_Yes"
0,0.0649198909998103,0,Low,"tenure, InternetService_Fiber optic, OnlineSecurity_Yes, PaperlessBilling_Yes, Contract_Two year"
0,0.30488682563397296,0,Low,"tenure, InternetService_Fiber optic, Contract_Two year, MultipleLines_Yes, PaymentMethod_Electronic check"
0,0.35372870720232047,0,Low,"tenure, TotalCharges_51.25, InternetService_Fiber optic, OnlineSecurity_Yes, Contract_Two year"
1,0.7152549054461806,1,High,"tenure, InternetService_Fiber optic, Contract_Two year, PaymentMethod_Electronic check, StreamingMovies_Yes"
1,0.010834664114207164,0,Low,"tenure, Contract_Two year, InternetService_Fiber optic, OnlineSecurity_Yes, MultipleLines_Yes"
